代码,名称,流通市值,最后封板时间,连板数,所属行业
002766,索菱股份,5368560691.3,145600,6,互联网服
001319,铭科精技,1109283000.0,092500,5,汽车零部
603097,江苏华辰,719599999.9999999,092503,5,电网设备
000957,中通客车,3770869032.96,092500,4,汽车整车
002292,奥飞娱乐,5373884486.4,093533,4,文化传媒
000609,中迪投资,1732087900.4599998,103442,3,房地产开
000779,甘咨询,2625982348.65,093009,2,工程咨询
000985,大庆华科,2386663195.0,132318,2,化学制品
601968,宝钢包装,6788493262.5,132958,2,包装材料
000037,深南电A,2619659555.88,140206,2,电力行业
002811,郑中设计,2667684847.36,103136,2,装修装饰
603767,中马传动,3065387405.0,140145,2,汽车零部
002887,绿茵生态,1679963649.0,093130,2,环保行业
600077,宋都股份,6378982271.759999,144514,2,房地产开
603628,清源股份,3132272000.0,093010,2,光伏设备
000909,数源科技,3033528855.12,092500,2,综合行业
002309,中利集团,3742776456.2400002,092500,2,光伏设备
603612,索通发展,9060306281.98,092504,2,非金属材
002229,鸿博股份,2924850194.7400002,093903,2,造纸印刷
002068,黑猫股份,7975259615.620001,094142,2,橡胶制品
000068,华控赛格,3785084704.64,093000,2,环保行业
