代码,名称,流通市值,最后封板时间,连板数,所属行业
001319,铭科精技,1476569500.0,131606,8,汽车零部
603097,江苏华辰,958000000.0,092500,8,电网设备
000957,中通客车,5021896337.92,111742,7,汽车整车
000909,数源科技,4036956662.88,093627,5,综合行业
002309,中利集团,4977664003.92,093027,5,光伏设备
000151,中成股份,3006615947.7599998,144548,4,贸易行业
000753,漳州发展,4868172058.610001,092500,3,汽车服务
603166,福达股份,5912809156.650001,092506,3,汽车零部
603159,上海亚虹,2510200000.0,133117,3,专用设备
603937,丽岛新材,2602644800.0,092506,3,有色金属
002529,海源复材,4438200000.0,095948,3,专用设备
001212,中旗新材,745162900.0,093118,2,装修装饰
002824,和胜股份,5385177820.44,093000,2,有色金属
002449,国星光电,5187369840.7300005,092500,2,光学光电
600313,农发种业,13945352423.76,142919,2,农牧饲渔
603967,中创物流,4111467180.6,094050,2,物流行业
000868,安凯客车,3673979131.68,094057,2,汽车整车
002578,闽发铝业,4367396652.82,092500,2,有色金属
002011,盾安环境,8667017647.42,130612,2,家电行业
002292,奥飞娱乐,5998074336.0,093006,2,文化传媒
603897,长城科技,6104303087.17,143738,2,电网设备
001318,阳光乳业,1059086000.0,092500,2,食品饮料
600593,大连圣亚,2026024000.0,092505,2,旅游酒店
603272,联翔股份,559585800.0,092501,2,装修装饰
600881,亚泰集团,9974164715.16,100244,2,水泥建材
