代码,名称,流通市值,最后封板时间,连板数,所属行业
002909,集泰股份,5630082323.58,104151,10,化学制品
002703,浙江世宝,6824741297.68,093254,9,汽车零部
002454,松芝股份,6235492514.160001,092500,5,汽车零部
603530,神马电力,1325309417.18,135347,5,电网设备
002347,泰尔股份,2295425081.87,093015,4,通用设备
003028,振邦智能,1241768000.0,093000,4,消费电子
002638,勤上股份,2779327477.17,093148,3,教育
002031,巨轮智能,4653371822.5,093718,3,专用设备
001226,拓山重工,729121302.0,092500,2,通用设备
000868,安凯客车,4495307799.84,093751,2,汽车整车
000017,深中华A,1830005288.32,102500,2,交运设备
002101,广东鸿图,10508584627.42,103554,2,汽车零部
002860,星帅尔,3201286125.7999997,095142,2,家电行业
002753,永东股份,2515246465.8199997,112118,2,橡胶制品
001319,铭科精技,1184932000.0,100721,2,汽车零部
002058,威尔泰,1859099975.19,093354,2,电网设备
000821,京山轻机,10791798470.46,141548,2,专用设备
603758,秦安股份,3971113293.4500003,092505,2,汽车零部
002674,兴业科技,3888145135.92,150000,2,纺织服装
002178,延华智能,4003868048.08,131121,2,软件开发
600833,第一医药,2503028813.34,104159,2,医药商业
600178,东安动力,3765952000.0,135908,2,汽车零部
