代码,名称,流通市值,最后封板时间,连板数,所属行业
001270,铖昌科技,1870648220.0,092500,9,半导体
002909,集泰股份,3493037588.04,094824,5,化学制品
002703,浙江世宝,4236427742.32,144936,4,汽车零部
002094,青岛金王,3134659112.46,093654,3,美容护理
603963,大理药业,3572322000.0000005,142035,2,中药
300010,豆神教育,3797461888.0,094030,2,教育
600171,上海贝岭,15029288612.160002,142235,2,半导体
003026,中晶科技,3007440160.75,093733,2,半导体
600661,昂立教育,3283849591.8,093606,2,教育
000017,深中华A,1217983652.1599998,132427,2,交运设备
000025,特  力Ａ,12761367616.800001,142142,2,汽车服务
000627,天茂集团,16525450726.949999,145145,2,保险
600173,卧龙地产,4482663961.6,092503,2,房地产开
