代码,名称,流通市值,最后封板时间,连板数,所属行业
000957,中通客车,6687956398.08,131239,10,汽车整车
001318,阳光乳业,1409758000.0,092500,5,食品饮料
603272,联翔股份,744819062.5,092504,5,装修装饰
002137,实益达,2702722027.64,093636,4,电子元件
600817,宇通重工,2331248694.99,145157,4,工程机械
600283,钱江水利,5813840134.259999,093045,3,公用事业
000595,宝塔实业,5587795873.06,093603,3,通用设备
002121,科陆电子,6515461426.05,092500,3,电网设备
000404,长虹华意,3694521559.3199997,094512,2,家电行业
002116,中国海诚,5259187748.820001,094945,2,工程咨询
000025,特  力Ａ,5817046919.2,101454,2,汽车服务
603619,中曼石油,7672001918.0,143134,2,采掘行业
002995,天地在线,913380674.22,093248,2,文化传媒
002420,毅昌科技,2764144140.12,102112,2,家电行业
603988,中电电机,2533104000.0,145228,2,电机
002660,茂硕电源,2235770812.05,093754,2,消费电子
000681,视觉中国,8670223525.32,093015,2,文化传媒
600686,金龙汽车,4951385792.14,095748,2,汽车整车
002933,新兴装备,2059540927.95,102745,2,航天航空
600081,东风科技,4063737600.0000005,094036,2,汽车零部
002630,华西能源,2360458872.36,093103,2,电源设备
