代码,名称,流通市值,最后封板时间,连板数,所属行业
603069,海汽集团,7400720000.000001,092503,7,铁路公路
002630,华西能源,3390124059.48,092500,5,电源设备
000599,青岛双星,4769787628.88,144400,4,橡胶制品
603051,鹿山新材,1374429250.0,130545,4,塑料制品
001270,铖昌科技,1055803695.0000001,092500,3,半导体
600536,中国软件,26310740002.4,130657,3,互联网服
603963,大理药业,3227393000.0,105211,2,中药
600777,新潮能源,16826611455.900002,133214,2,石油行业
001896,豫能控股,7513338640.91,093045,2,电力行业
002380,科远智慧,1717863294.6000001,093000,2,互联网服
000899,赣能股份,6644346375.45,130151,2,电力行业
000025,特  力Ａ,10204380753.6,110633,2,汽车服务
301092,争光股份,1252000025.04,130557,2,化学制品
002478,常宝股份,3090114828.99,111354,2,钢铁行业
002284,亚太股份,6805052034.88,130009,2,汽车零部
