代码,名称,流通市值,最后封板时间,连板数,所属行业
000595,宝塔实业,8990547331.4,093915,8,通用设备
000025,特  力Ａ,9367762932.0,093039,7,汽车服务
002066,瑞泰科技,3908520000.0000005,110845,5,装修建材
688150,莱特光电,1035147096.74,104131,4,光学光电
603069,海汽集团,5558440000.0,092503,4,铁路公路
600354,敦煌种业,4686882470.400001,100038,3,农牧饲渔
000909,数源科技,5361946277.76,095930,3,综合行业
000716,黑芝麻,2929851032.31,111300,3,食品饮料
600006,东风汽车,16460000000.0,092503,3,汽车整车
600960,渤海汽车,4980701314.320001,100804,3,汽车零部
601127,小康股份,65639773850.04,101043,2,汽车整车
603683,晶华新材,1969059061.2,093916,2,化学制品
000868,安凯客车,4238642591.04,092500,2,汽车整车
002630,华西能源,2545021500.2400002,100842,2,电源设备
688258,卓易信息,1601710569.7,134656,2,互联网服
002101,广东鸿图,7081527335.740001,133824,2,汽车零部
002296,辉煌科技,2590192411.08,094651,2,通信设备
002578,闽发铝业,4934360924.18,094554,2,有色金属
000628,高新发展,2986751322.0,092500,2,工程建设
000584,哈工智能,4132723455.02,135412,2,专用设备
002819,东方中科,3610373866.52,093242,2,仪器仪表
002265,西仪股份,5654549553.0,105842,2,汽车零部
002519,银河电子,5305587134.610001,092500,2,家电行业
000521,长虹美菱,3979240624.45,093012,2,家电行业
