代码,名称,流通市值,最后封板时间,连板数,所属行业
002766,索菱股份,6495741670.900001,130639,8,互联网服
001319,铭科精技,1342239500.0,092500,7,汽车零部
603097,江苏华辰,870800000.0,092504,7,电网设备
000957,中通客车,4565360307.2,092500,6,汽车整车
002309,中利集团,4527921008.16,092500,4,光伏设备
603628,清源股份,3789392000.0,093636,4,光伏设备
000909,数源科技,3668903992.0800004,092500,4,综合行业
002887,绿茵生态,2034162881.3999999,093027,4,环保行业
000151,中成股份,2732075661.75,093839,3,贸易行业
002116,中国海诚,4705369878.200001,101336,3,工程咨询
000753,漳州发展,4422005576.66,092500,2,汽车服务
002333,罗普斯金,2440991311.0,093006,2,装修建材
002529,海源复材,4035200000.0,093212,2,专用设备
603159,上海亚虹,2282000000.0,103536,2,专用设备
002056,横店东磁,36494060671.25,110806,2,小金属
002808,恒久科技,1307571762.98,094027,2,光学光电
002053,云南能投,7604445556.32,093006,2,化学原料
603937,丽岛新材,2366610400.0,092504,2,有色金属
603166,福达股份,5376455976.320001,092504,2,汽车零部
000816,智慧农业,4920954992.52,130527,1,通用设备
603897,长城科技,5548991105.28,110500,1,电网设备
000868,安凯客车,3336647714.4,110215,1,汽车整车
002139,拓邦股份,10761699924.300001,111112,1,消费电子
600403,大有能源,12193143250.199999,105342,1,煤炭行业
002725,跃岭股份,2360367335.76,140624,1,汽车零部
002824,和胜股份,4895260844.76,111612,1,有色金属
603225,新凤鸣,16263917347.140001,111754,1,化纤行业
603505,金石资源,8849439684.800001,112225,1,采掘行业
601666,平煤股份,34895450555.55,104557,1,煤炭行业
001212,中旗新材,677379600.0,131818,1,装修装饰
002800,天顺股份,1743644979.9999998,103106,1,物流行业
300005,探路者,9013762297.199999,132542,1,纺织服装
000612,焦作万方,7142877864.0,134730,1,有色金属
002324,普利特,7381853166.81,142530,1,塑料制品
600881,亚泰集团,9064468910.52,145050,1,水泥建材
000933,神火股份,30124714171.5,133554,1,有色金属
000921,海信家电,11493055077.16,132927,1,家电行业
601126,XD四方股,11205510160.0,143146,1,电网设备
002655,共达电声,4473519088.5,133857,1,消费电子
603569,长久物流,5350954703.150001,101605,1,物流行业
002221,东华能源,13004351991.06,142718,1,石油行业
002883,中设股份,1781603020.68,142148,1,工程咨询
601600,中国铝业,66309044403.810005,142158,1,有色金属
000807,云铝股份,31940129363.899998,142233,1,有色金属
601567,三星医疗,13699302243.640001,142341,1,电网设备
601388,怡球资源,7481445212.92,142628,1,有色金属
002610,爱康科技,16484463614.8,143839,1,光伏设备
603322,超讯通信,1721720000.0,144041,1,通信服务
002923,润都股份,2940282298.7999997,101936,1,化学制药
605136,丽人丽妆,3269011188.1700006,134028,1,商业百货
600313,农发种业,12681300011.08,145216,1,农牧饲渔
002486,嘉麟杰,2679040000.0,100512,1,纺织服装
002449,国星光电,4715790764.3,092500,1,光学光电
600267,海正药业,17243580915.8,092504,1,化学制药
600593,大连圣亚,1841840000.0,092504,1,旅游酒店
600521,华海药业,30008660124.78,135654,1,化学制药
002292,奥飞娱乐,5451908217.599999,141545,1,文化传媒
605286,同力日升,1504800000.0,144846,1,专用设备
300051,三五互联,2310888660.8,093106,1,游戏
003001,中岩大地,1040077328.4000001,093136,1,工程咨询
002965,祥鑫科技,1849040304.5800002,111033,1,通用设备
603132,金徽股份,1316140000.0,093317,1,有色金属
002542,中化岩土,5108851481.5,093524,1,工程建设
002011,盾安环境,7879106952.2,093606,1,家电行业
600059,古越龙山,9598541608.89,093826,1,酿酒行业
002355,兴民智通,2808108257.5,093851,1,汽车零部
600960,渤海汽车,3431361019.98,101746,1,汽车零部
003039,顺控发展,2440573101.6000004,093906,1,公用事业
601798,蓝科高新,2442699284.22,144917,1,专用设备
002341,新纶新材,3501048505.8,094209,1,塑料制品
600616,金枫酒业,4776695343.0,094810,1,酿酒行业
002578,闽发铝业,3968749899.5200005,094145,1,有色金属
605198,德利股份,1519153165.6000001,094350,1,食品饮料
601137,博威合金,10771661216.800001,144910,1,有色金属
600906,财达证券,10472299712.0,144849,1,证券
001215,千味央厨,1048624192.0,094939,1,食品饮料
603983,丸美股份,1804880000.0,095000,1,美容护理
000860,顺鑫农业,16422721136.460001,095254,1,酿酒行业
001318,N阳光,962934000.0,100000,1,食品饮料
603272,N联翔,508808570.0,100001,1,装修装饰
603967,中创物流,3737067133.7999997,100258,1,物流行业
002532,天山铝业,8900986391.36,145548,1,有色金属
