代码,名称,流通市值,最后封板时间,连板数,所属行业
000957,中通客车,7357937845.76,094230,11,汽车整车
603272,联翔股份,819430502.5,092503,6,装修装饰
001318,阳光乳业,1550451000.0,093957,6,食品饮料
000595,宝塔实业,6145437416.400001,092500,4,通用设备
002121,科陆电子,7168194355.8,094739,4,电网设备
600283,钱江水利,6396283134.96,095834,4,公用事业
600081,东风科技,4471365600.0,145315,3,汽车零部
002660,茂硕电源,2460719531.79,095454,3,消费电子
000025,特  力Ａ,6398358832.799999,093139,3,汽车服务
600686,金龙汽车,5443826068.47,145151,3,汽车整车
002420,毅昌科技,3041339385.81,093003,3,家电行业
000404,长虹华意,4063277948.48,092500,3,家电行业
002761,浙江建投,18423102966.399998,112745,2,工程建设
600403,大有能源,15612004985.060001,145024,2,煤炭行业
603789,星光农机,2490800000.0,131128,2,专用设备
605366,宏柏新材,3877701926.1,094605,2,化学制品
002181,粤 传 媒,5207045528.43,130354,2,文化传媒
000756,新华制药,16842442992.0,142600,2,化学制药
000880,潍柴重机,1641079439.9999998,110424,2,通用设备
603316,诚邦股份,1918556640.0,145549,2,工程建设
002350,北京科锐,3862874511.6,093000,2,电网设备
003009,中天火箭,2003435252.96,093012,2,航天航空
002213,大为股份,2640920000.0,094312,2,汽车零部
605068,明新旭腾,1246390000.0,142807,1,汽车零部
600636,国新文化,3404671040.55,112203,1,教育
600780,通宝能源,6248438750.35,105835,1,电力行业
000816,智慧农业,5956237873.46,134021,1,通用设备
003032,传智教育,2455090082.76,112121,1,教育
600721,百花村,2911042594.7999997,110715,1,医疗服务
300010,豆神教育,2477250528.5,112100,1,教育
002481,双塔食品,9818495708.0,110412,1,食品饮料
002923,润都股份,3336987053.3999996,145427,1,化学制药
000554,泰山石油,2117874306.3999999,142936,1,石油行业
002908,德生科技,2618939843.1,142312,1,通信服务
000026,飞亚达,3579916170.0,092500,1,珠宝首饰
000029,深深房Ａ,8292438000.000001,130412,1,房地产开
600861,北京城乡,6304418485.099999,112600,1,商业百货
002659,凯文教育,2459058131.4199996,141324,1,教育
600053,九鼎投资,7131746160.0,144541,1,多元金融
001212,中旗新材,887757199.9999999,144139,1,装修装饰
600213,亚星客车,2162600000.0,143300,1,汽车整车
000722,湖南发展,9129993406.94,144742,1,电力行业
600313,农发种业,15066689241.46,142327,1,农牧饲渔
000736,中交地产,14430249046.75,142112,1,房地产开
000599,青岛双星,3307815050.85,134854,1,橡胶制品
000023,深天地Ａ,1634548507.1999998,143439,1,水泥建材
000635,英 力 特,3058153904.18,133642,1,化学原料
002066,瑞泰科技,2668050000.0,132015,1,装修建材
603115,海星股份,1842048000.0,141814,1,有色金属
002965,祥鑫科技,1947614714.82,131306,1,通用设备
600730,中国高科,3343939211.4,131404,1,教育
600661,昂立教育,2633383747.7,130000,1,教育
600284,浦东建设,7810560800.000001,144422,1,工程建设
600618,氯碱化工,9477977296.640001,105657,1,化学原料
000985,大庆华科,2399627145.0,100933,1,化学制品
002808,恒久科技,1281865896.0800002,112154,1,光学光电
301215,中汽股份,1988400677.71,093906,1,交运设备
002793,罗欣药业,4229398313.28,092500,1,化学制药
002856,美芝股份,1106478194.22,092500,1,装修装饰
600503,华丽家族,4935053200.0,092503,1,房地产开
002976,瑞玛精密,669682350.0,093233,1,消费电子
002957,科瑞技术,2254447523.9500003,094148,1,专用设备
603320,迪贝电气,1570610759.76,093407,1,电机
002351,漫步者,4201970457.2999997,093415,1,消费电子
600099,林海股份,2077257600.0,093557,1,交运设备
002207,准油股份,2182290388.75,100539,1,采掘行业
603662,柯力传感,1892130908.36,142554,1,仪器仪表
600962,国投中鲁,3005056600.0,093549,1,食品饮料
603017,中衡设计,2869136681.1800003,093555,1,工程咨询
605555,德昌股份,1633500000.0,135019,1,家电行业
000151,中成股份,3899538237.21,093748,1,贸易行业
600178,东安动力,3359321600.0,105051,1,汽车零部
600938,中国海油,27617737802.0,144522,1,石油行业
600653,申华控股,4476674729.099999,101618,1,汽车服务
000868,安凯客车,3710645590.08,142842,1,汽车整车
605399,晨光新材,3278621579.2000003,100432,1,化学制品
600501,航天晨光,4895315432.0,095711,1,专用设备
600652,退市游久,757760183.1800001,095928,1,游戏
603230,内蒙新华,1156023480.0,100144,1,文化传媒
000798,中水渔业,3478456575.0,142406,1,农牧饲渔
600662,外服控股,6973257704.42,100349,1,铁路公路
002883,中设股份,1909870893.0,100412,1,工程咨询
600502,安徽建工,13683224162.4,141819,1,工程建设
600495,晋西车轴,4796517817.42,102118,1,交运设备
605086,龙高股份,1027643680.0,102149,1,采掘行业
002492,恒基达鑫,2635632132.04,102618,1,物流行业
600735,新华锦,2662025455.68,143206,1,纺织服装
000856,冀东装备,1931770000.0,145242,1,专用设备
