代码,名称,流通市值,最后封板时间,连板数,所属行业
001270,铖昌科技,1870648220.0,092500,9,半导体
002909,集泰股份,3493037588.04,094824,5,化学制品
002703,浙江世宝,4236427742.32,144936,4,汽车零部
002094,青岛金王,3134659112.46,093654,3,美容护理
603963,大理药业,3572322000.0000005,142035,2,中药
300010,豆神教育,3797461888.0,094030,2,教育
600171,上海贝岭,15029288612.160002,142235,2,半导体
003026,中晶科技,3007440160.75,093733,2,半导体
600661,昂立教育,3283849591.8,093606,2,教育
000017,深中华A,1217983652.1599998,132427,2,交运设备
000025,特  力Ａ,12761367616.800001,142142,2,汽车服务
000627,天茂集团,16525450726.949999,145145,2,保险
600173,卧龙地产,4482663961.6,092503,2,房地产开
603078,江化微,6756338972.76,104939,1,电子化学
300260,新莱应材,7023189254.64,145157,1,通用设备
002514,宝馨科技,3052728794.64,104924,1,通用设备
000815,美利云,7613130233.249999,141803,1,造纸印刷
605007,五洲特纸,1441308102.5,103401,1,造纸印刷
002187,广百股份,3276983975.76,102833,1,商业百货
301051,信濠光电,1527800000.0,110100,1,玻璃玻纤
600732,爱旭股份,21370451763.87,144627,1,光伏设备
300359,全通教育,3964197721.72,111424,1,教育
002956,西麦食品,1450040314.8,112624,1,食品饮料
603598,引力传媒,2542018921.0,112923,1,文化传媒
603466,风语筑,7941906832.400001,144451,1,文化传媒
603096,新经典,3280947381.15,132112,1,文化传媒
300192,科德教育,1558535404.04,143936,1,教育
605098,行动教育,1403511823.14,130902,1,教育
688189,南新制药,2070000000.0,143323,1,化学制药
002933,新兴装备,1978774617.05,133709,1,航天航空
603997,继峰股份,10358420150.4,145520,1,汽车零部
300052,中青宝,5626533469.62,132036,1,游戏
002995,天地在线,952985253.0,132421,1,文化传媒
000070,特发信息,5362573529.320001,134527,1,通信设备
002160,常铝股份,4429168939.62,142509,1,有色金属
002056,横店东磁,41819787327.45,145309,1,小金属
002824,和胜股份,6787174272.120001,145345,1,有色金属
002467,二六三,5124260284.27,103151,1,通信服务
000633,合金投资,2903663598.42,092500,1,小金属
002864,盘龙药业,2202040544.66,101539,1,中药
600551,时代出版,5550366459.660001,100925,1,文化传媒
600351,亚宝药业,5166700154.33,093049,1,中药
002836,新宏泽,1758400000.0,093215,1,造纸印刷
605208,永茂泰,2217917970.0,145103,1,汽车零部
002513,蓝丰生化,1867630042.0800002,093103,1,农药兽药
002927,泰永长征,2360745008.4,093154,1,电网设备
002931,锋龙股份,1939913922.6999998,093224,1,通用设备
600776,东方通信,11041800739.2,093729,1,通信设备
600556,天下秀,9154312347.18,093459,1,文化传媒
000821,京山轻机,7359923861.080001,141051,1,专用设备
003006,百亚股份,2613624414.0,093827,1,美容护理
600640,新国脉,8490075679.8,093856,1,文化传媒
002502,鼎龙文化,2523304807.9199996,094106,1,文化传媒
603983,丸美股份,1963500000.0,095244,1,美容护理
002621,美吉姆,3349632329.4,094200,1,教育
002779,中坚科技,3156280091.25,094524,1,专用设备
002599,盛通股份,2074775309.32,094639,1,包装材料
600793,宜宾纸业,2336901866.42,100819,1,造纸印刷
002618,丹邦退,564357600.0,145139,1,电子元件
000526,学大教育,2024107269.9099998,094936,1,教育
002607,中公教育,11999090367.0,143900,1,教育
001212,中旗新材,1525418960.0,145645,1,装修装饰
600975,新五丰,6330953164.799999,141057,1,农牧饲渔
600255,鑫科材料,4675569614.1,095808,1,有色金属
600393,粤泰股份,1838062326.72,101455,1,房地产开
002624,完美世界,26860381562.699997,144548,1,游戏
003032,传智教育,2901320406.32,145651,1,教育
