代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002486,嘉麟杰,2.447552442550659,2437760000.0,092500,纺织服装
002708,光洋股份,3.6259543895721436,2208370465.7999997,093218,汽车零部
002633,申科股份,3.004807710647583,1280518687.5,093342,通用设备
603088,宁波精达,5.134189128875732,2769025280.0,093444,通用设备
001212,中旗新材,8.596561431884766,615717200.0,093903,装修装饰
600159,大龙地产,4.140127658843994,2714110568.64,094000,房地产开
600099,林海股份,3.529412031173706,1735430400.0,094421,交运设备
600148,长春一东,5.531914710998535,2105764776.0,094823,汽车零部
603183,建研院,-2.659574508666992,2941532952.48,095309,专业服务
603023,威帝股份,6.361828804016113,3007126967.45,101533,汽车零部
002780,三夫户外,6.6666669845581055,2027730431.6799998,101857,纺织服装
002496,辉丰股份,5.2805280685424805,3253109502.17,103233,农药兽药
600313,农发种业,7.1022725105285645,11529381280.17,103359,农牧饲渔
600506,香梨股份,6.7689528465271,1747372307.59,103511,农牧饲渔
600611,大众交通,4.901960849761963,5018245528.44,103702,铁路公路
600408,安泰集团,7.418397903442383,3644616000.0,104030,煤炭行业
600200,江苏吴中,7.046979904174805,6785941842.24,104636,化学制药
603776,永安行,2.9365079402923584,3011898147.02,105123,专业服务
002531,天顺风能,9.59276008605957,21422605294.93,110545,风电设备
000558,莱茵体育,7.801418781280518,3917409347.84,112821,房地产开
600135,乐凯胶片,6.785137176513672,2827525440.3700004,130710,塑料制品
300672,国科微,11.413844108581543,13092927286.95,130921,半导体
600291,退市西水,10.256410598754883,940035365.08,140722,综合行业
000656,金科股份,8.730158805847168,21829486122.120003,142203,房地产开
002642,荣联科技,9.363295555114746,3413775165.2799997,144712,互联网服
603667,五洲新春,10.016555786132812,3675683996.0099998,145513,通用设备
