代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
000411,英特集团,-5.774853706359863,2674385155.46,092500,医药商业
002277,友阿股份,-6.542056083679199,5576691200.0,092500,商业百货
002571,德力股份,-9.26694393157959,1956888593.28,092500,家用轻工
002703,浙江世宝,-1.4000000953674316,2726578168.3599997,092500,汽车零部
600297,广汇汽车,1.7482516765594482,23603191013.64,092501,汽车服务
603937,丽岛新材,7.029178142547607,3371323200.0,092503,有色金属
000757,浩物股份,-7.1881608963012695,2244024613.8199997,093012,汽车服务
002790,瑞尔特,1.5781922340393066,1825454454.0,093145,装修建材
600697,欧亚集团,3.4660768508911133,2176838890.45,093159,商业百货
600552,凯盛科技,7.258938312530518,7562451629.7,093232,光学光电
600679,上海凤凰,5.3608245849609375,2931843797.4,093254,交运设备
002973,侨银股份,-3.5971224308013916,1426662061.2,093515,环保行业
600684,珠江股份,4.273504257202148,3123666246.1800003,093847,房地产开
002853,皮阿诺,6.3255815505981445,1308036455.55,094148,装修建材
603555,贵人鸟,5.029585838317871,5578844020.9,094512,纺织服装
002679,福建金森,6.45161247253418,2722981800.0,100303,农牧饲渔
002520,日发精机,5.54561710357666,3898901537.1000004,100651,通用设备
000905,厦门港务,5.576208114624023,4524107220.0,100900,航运港口
600066,宇通客车,5.024509906768799,18973459141.11,101907,汽车整车
000058,深 赛 格,9.596928596496582,3073590888.07,102203,商业百货
600372,中航电子,9.283820152282715,39721213859.0,102233,航天航空
600182,S*ST佳通,4.489795684814453,1740800000.0,102745,橡胶制品
002013,中航机电,8.221797943115234,43975778810.48,103212,航天航空
002025,航天电器,6.594841957092285,29552235128.399998,103942,电子元件
002347,泰尔股份,4.522613048553467,1557743611.8400002,104200,通用设备
600963,岳阳林纸,7.0342206954956055,9937249307.69,105027,造纸印刷
600962,国投中鲁,4.4703593254089355,2730715000.0,105357,食品饮料
603169,兰石重装,5.587392807006836,7749573616.62,105357,专用设备
600662,外服控股,5.614035129547119,6341240389.82,105409,铁路公路
600776,东方通信,5.196304798126221,8709160583.039999,110401,通信设备
002646,天佑德酒,6.045197486877441,8869059962.86,112248,酿酒行业
603919,金徽酒,7.142857551574707,17043935899.2,112354,酿酒行业
603990,麦迪科技,9.95850658416748,3507825945.6,112859,软件开发
605305,中际联合,6.706730842590332,4716881400.0,131052,工程机械
002937,兴瑞科技,5.874125957489014,4370311976.08,131830,消费电子
600546,山煤国际,8.00744915008545,34494736836.0,134233,煤炭行业
600689,上海三毛,7.752809047698975,1459637731.37,144659,纺织服装
603915,国茂股份,8.818011283874512,2940771680.0,144721,通用设备
