代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002564,天沃科技,1.3916500806808472,4429233740.4,092500,专业服务
603819,神力股份,-3.4223134517669678,3072172938.5699997,092503,电机
002652,扬子新材,0.3205128312110901,1601047346.12,093006,装修建材
002873,新天药业,2.0060789585113525,2638236238.32,093318,中药
603033,三维股份,6.617929935455322,16533436546.15,093355,橡胶制品
603569,长久物流,4.059829235076904,5457413487.82,093358,物流行业
688328,深科达,20.0081844329834,1410538799.9499998,094201,专用设备
600560,金自天正,4.833837032318115,2328149655.0,094434,专用设备
603703,盛洋科技,9.821858406066895,6811294100.0,094437,光学光电
000819,岳阳兴长,7.1586713790893555,4343661702.599999,095006,石油行业
000502,绿景退,3.846153974533081,99007896.78,095048,房地产服
000762,西藏矿业,7.5931572914123535,23909722231.379997,095121,采掘行业
002667,鞍重股份,5.832921504974365,4945669856.25,095124,专用设备
000790,华神科技,3.5789475440979004,3032493974.88,095800,中药
603318,水发燃气,6.487148284912109,3288697048.4999995,095812,燃气
002838,道恩股份,6.607669830322266,6337967318.02,095942,塑料制品
603083,剑桥科技,3.9883267879486084,2696237850.54,100034,通信设备
688331,荣昌生物,13.042335510253906,1775833241.46,100313,生物制品
603070,万控智造,5.998899459838867,1155600000.0,100541,电网设备
603803,瑞斯康达,6.722689628601074,3208443344.34,101812,通信设备
000601,韶能股份,6.566604137420654,6133614916.08,102518,电力行业
600023,浙能电力,7.894736289978027,50186546055.72,102654,电力行业
603396,金辰股份,7.740288734436035,8815991032.0,103227,光伏设备
605566,福莱蒽特,8.005083084106445,850170000.0,103341,化学制品
003010,若羽臣,7.851240158081055,1334309109.84,104515,互联网服
002575,群兴玩具,4.660193920135498,3173200800.0,105451,家用轻工
300250,初灵信息,15.159128189086914,2190898558.75,112851,互联网服
603351,威尔药业,7.304117202758789,3167361583.68,131233,化学制药
600880,博瑞传播,6.691450119018555,6273993204.5,131938,教育
002364,中恒电气,5.540165901184082,4001469416.4,132200,电源设备
002160,常铝股份,5.011933326721191,3348512600.4,133945,有色金属
002121,科陆电子,3.0831098556518555,10231305733.34,135051,电网设备
000767,晋控电力,6.020942211151123,11794582011.6,141309,电力行业
603558,健盛集团,7.692307949066162,4750536344.54,142149,纺织服装
600006,东风汽车,8.63930892944336,20120000000.0,142848,汽车整车
002647,仁东控股,8.258258819580078,4037143246.5,144009,多元金融
001212,中旗新材,6.6666669845581055,1124432000.0,144048,装修装饰
