代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
600283,钱江水利,7.827395915985107,7585878839.419999,092502,公用事业
600284,浦东建设,1.0158013105392456,8683791200.0,092503,工程建设
002554,惠博普,-1.6438355445861816,3077934117.7599998,093000,采掘行业
002660,茂硕电源,-10.030394554138184,2436030038.1600003,093000,消费电子
600636,国新文化,0.5882353186607361,3765839249.2500005,093154,教育
603667,五洲新春,5.779467582702637,3847160600.79,093234,通用设备
600962,国投中鲁,2.7671022415161133,3396247400.0,093437,食品饮料
600081,东风科技,2.6131293773651123,5048316000.0,093657,汽车零部
600275,退市昌鱼,10.0,223888384.72,093701,农牧饲渔
600506,香梨股份,-1.576576590538025,1936437105.03,094023,农牧饲渔
003009,中天火箭,-1.5378470420837402,2169801361.4,095018,航天航空
600683,京投发展,3.5269711017608643,3696480209.03,095941,房地产开
002702,海欣食品,5.769230842590332,2336237750.0,100700,食品饮料
002971,和远气体,5.542725563049316,2411178705.4,102451,化学制品
002798,帝欧家居,3.5751841068267822,2277322649.65,102621,装修建材
601179,中国西电,6.2770562171936035,25168082348.32,104411,电网设备
600730,中国高科,3.7735848426818848,3549268812.1,105249,教育
603895,天永智能,10.007173538208008,3314813600.0,110711,专用设备
301183,东田微,9.945070266723633,760600000.0,110848,光学光电
002719,麦趣尔,5.392731189727783,1454935621.65,130006,食品饮料
600209,退市罗顿,8.75,381939717.03,130009,装修装饰
600716,凤凰股份,7.6635518074035645,5391708998.4,130053,房地产开
000952,广济药业,3.9617486000061035,2332073176.32,130109,化学制药
003043,华亚智能,9.421338081359863,1730574987.1799998,142203,通用设备
