代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002333,罗普斯金,-2.6269702911376953,2376867196.0,092500,装修建材
600267,海正药业,2.2508037090301514,17631700100.4,092505,化学制药
002238,天威视讯,3.112840414047241,4253563548.0,093003,文化传媒
605133,嵘泰股份,7.584722995758057,800000000.0,093013,汽车零部
002782,可立克,7.232142925262451,5668396054.2699995,093230,消费电子
600149,廊坊发展,4.770642280578613,2170713600.0,093304,贸易行业
603628,清源股份,-2.8179190158843994,3682610000.0,093313,光伏设备
605198,德利股份,2.2601983547210693,1553489042.0,093313,食品饮料
603516,淳中科技,1.819685697555542,2279635720.8,093353,计算机设
600651,飞乐音响,6.7251458168029785,4531784793.75,093404,光学光电
600545,卓郎智能,6.104650974273682,6918257431.75,093420,专用设备
603988,中电电机,0.10582010447978973,2224992000.0,093631,电机
002053,云南能投,1.1013215780258179,7688194956.719999,093633,化学原料
000042,中洲控股,5.732484340667725,6613138849.440001,093803,房地产开
603569,长久物流,4.18848180770874,5575078460.349999,094307,物流行业
603721,中广天择,4.782237529754639,1595100000.0,094755,文化传媒
000612,焦作万方,6.0,7571450535.84,094921,有色金属
002167,东方锆业,6.0514373779296875,4128583053.1299996,095339,小金属
600397,安源煤业,7.3089704513549805,3197570418.86,100414,煤炭行业
600753,东方银星,3.6764707565307617,2728857600.0,100755,贸易行业
002570,贝因美,6.722689628601074,5486345811.64,104142,食品饮料
600791,京能置业,5.319149017333984,2238952795.2000003,110252,房地产开
002198,嘉应制药,7.235621452331543,2933406921.44,112809,中药
600371,万向德农,5.72519063949585,4862646360.0,112817,农牧饲渔
002826,易明医药,5.8401641845703125,1232194123.43,130933,中药
002406,远东传动,6.07966423034668,2510512578.8599997,131542,汽车零部
002805,丰元股份,6.829733371734619,4364204783.400001,132218,化学原料
603332,苏州龙杰,8.982545852661133,3044812800.0,132821,化纤行业
600006,东风汽车,7.6635518074035645,11520000000.0,132929,汽车整车
603982,泉峰汽车,7.977207660675049,1858513071.1799998,133903,汽车零部
000852,石化机械,5.942275047302246,4852255181.28,140451,专用设备
603225,新凤鸣,5.7354302406311035,17196725710.62,142545,化纤行业
