代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
000404,长虹华意,-8.390411376953125,3722352230.2,092500,家电行业
000554,泰山石油,-2.3972601890563965,2067103347.0,093000,石油行业
002856,美芝股份,6.437389373779297,1177706508.31,093003,装修装饰
002520,日发精机,6.788990497589111,3846035075.5800004,093139,通用设备
000798,中水渔业,-2.9384756088256836,3376242975.0,093148,农牧饲渔
603730,岱美股份,8.469538688659668,10576466373.0,093154,汽车零部
002883,中设股份,-9.975309371948242,1719355376.76,093348,工程咨询
000702,正虹科技,4.527559280395508,1415829598.56,093630,农牧饲渔
600345,长江通信,4.597701072692871,3063060000.0,093648,通信设备
603970,中农立华,8.488160133361816,2844588458.88,093743,农药兽药
600707,彩虹股份,6.221198081970215,11409335510.29,093813,光学光电
002587,奥拓电子,5.679012298583984,1966061638.88,093903,光学光电
600198,大唐电信,5.950653076171875,6427319565.5,094154,半导体
002213,大为股份,0.5460218787193298,2655340000.0,094451,汽车零部
600600,青岛啤酒,6.71519136428833,63258547785.3,094531,酿酒行业
603136,天目湖,3.4547502994537354,5132407496.650001,094724,旅游酒店
000909,数源科技,7.327141761779785,4029208185.6,095309,综合行业
002793,罗欣药业,3.0373833179473877,4357861346.16,095451,化学制药
600662,外服控股,5.135951519012451,7331400849.36,095532,铁路公路
600973,宝胜股份,5.9633026123046875,5784070275.06,100229,电网设备
600822,上海物贸,7.824222564697266,3985247954.48,101018,贸易行业
600639,浦东金桥,7.311977386474609,13102147593.23,101857,房地产开
603976,正川股份,5.113383769989014,3574402088.88,102800,医疗器械
600267,海正药业,5.874026775360107,16589322861.76,104252,化学制药
603076,乐惠国际,9.535918235778809,4159368314.2400002,104919,专用设备
002612,朗姿股份,8.217546463012695,6867818349.02,105242,纺织服装
000903,云内动力,5.734766960144043,5813862528.150001,110812,汽车零部
600277,亿利洁能,6.355140209197998,20259940283.86,112510,化学原料
600501,航天晨光,6.454388618469238,5211278132.0,112907,专用设备
002971,和远气体,7.125185489654541,2284552252.6,130006,化学制品
605068,明新旭腾,8.250226974487305,1349220000.0,130811,汽车零部
603097,江苏华辰,5.377906799316406,1160000000.0,131356,电网设备
600275,退市昌鱼,11.111111640930176,203534895.20000002,131436,农牧饲渔
000657,中钨高新,6.943336009979248,12699105362.0,132000,小金属
300651,金陵体育,13.564668655395508,2737006524.0,132306,家用轻工
002229,鸿博股份,6.0836501121521,2780351633.16,133039,造纸印刷
002960,青鸟消防,8.671789169311523,7508704519.8,134506,专用设备
603159,上海亚虹,6.290801048278809,2507400000.0,141232,专用设备
600841,动力新科,9.585492134094238,2774113608.6000004,141336,汽车零部
605577,龙版传媒,7.027027130126953,616000007.6999999,143117,文化传媒
