代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002235,安妮股份,4.0,2708480604.44,092500,文化传媒
002731,萃华珠宝,-8.957415580749512,4449509484.0,092500,珠宝首饰
002480,新筑股份,5.199306964874268,3913620639.2200003,093112,通用设备
002343,慈文传媒,7.706766605377197,2714261187.96,093130,文化传媒
000890,法尔胜,2.5882351398468018,1828980960.5600002,093151,通用设备
603527,众源新材,6.190885543823242,3011226400.0,093304,有色金属
603121,华培动力,5.3701019287109375,2456103120.9,093446,汽车零部
603239,浙江仙通,9.239940643310547,3968755200.0,095201,汽车零部
002348,高乐股份,7.352941513061523,1870781852.9099998,100430,家用轻工
603112,华翔股份,7.777778148651123,2302919903.1,100611,家电行业
000006,深振业Ａ,6.1032867431640625,6101977607.919999,101206,房地产开
002077,大港股份,4.841402053833008,3561184666.1600003,110033,半导体
002802,洪汇新材,7.170795440673828,2281696716.7200003,111348,化学制品
603179,新泉股份,6.760287284851074,15929901431.99,112946,汽车零部
603197,保隆科技,9.546165466308594,11304138160.0,130002,汽车零部
603915,国茂股份,8.632345199584961,13603993320.4,130202,通用设备
605050,福然德,5.729984283447266,2040705000.0,130350,物流行业
300552,万集科技,18.063753128051758,3319754610.0,132012,软件开发
002996,顺博合金,6.215084075927734,1912298909.0400002,132424,有色金属
000628,高新发展,7.535515785217285,3344009036.4,133306,工程建设
002779,中坚科技,7.7519378662109375,3292479795.0,133518,专用设备
300652,雷迪克,17.725919723510742,1981391067.98,134527,汽车零部
600841,动力新科,7.257072448730469,2859370055.2000003,134536,汽车零部
002131,利欧股份,9.523809432983398,12064794586.74,140930,互联网服
603767,中马传动,7.799767017364502,2813229670.0,141303,汽车零部
002079,苏州固锝,8.870967864990234,9595436304.6,142654,半导体
603048,浙江黎明,8.585858345031738,868428000.0,143030,汽车零部
600184,光电股份,6.557376861572266,7275279811.8,143053,专用设备
000970,中科三环,9.025558471679688,16594656801.45,143106,小金属
601777,力帆科技,5.882352828979492,12152430000.0,143903,汽车整车
002725,跃岭股份,6.718597412109375,2141525331.1200001,144215,汽车零部
603359,东珠生态,8.874656677246094,5308542400.0,145001,环保行业
000530,冰山冷热,8.068459510803223,2645733845.56,145203,通用设备
