代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002028,思源电气,7.617587089538574,24974802433.100002,093036,电网设备
000010,美丽生态,6.94444465637207,2010360267.3,093100,工程建设
002168,惠程科技,6.830601215362549,3103602354.63,093124,游戏
300043,星辉娱乐,11.149826049804688,2991417080.19,094033,游戏
603011,合锻智能,6.489675521850586,3166470288.24,095156,专用设备
002761,浙江建投,5.163883686065674,16753201387.359999,095418,工程建设
002789,建艺集团,7.33249044418335,1484911799.28,095609,装修装饰
002451,摩恩电气,6.557376861572266,3139915350.0,100400,电网设备
000965,天保基建,6.227757930755615,6625690443.15,101803,房地产开
002361,神剑股份,6.032482624053955,3760949871.7700005,101815,塑料制品
605196,华通线缆,5.935483932495117,2658981714.5800004,110850,电网设备
002992,宝明科技,3.85132098197937,1828745659.65,111836,光学光电
605108,同庆楼,7.008368492126465,1670658271.92,112135,旅游酒店
002204,大连重工,1.1734027862548828,14987431448.32,112724,工程机械
002505,鹏都农牧,5.325443744659424,22692369473.28,113000,贸易行业
000798,中水渔业,6.885246276855469,3123903150.0,130000,农牧饲渔
002993,奥海科技,7.123490333557129,2597169600.0,130115,消费电子
600562,XD国睿科,8.969866752624512,10274482648.7,130306,通信设备
002350,北京科锐,6.606217384338379,4354994141.16,130506,电网设备
603458,勘设股份,8.21114444732666,3446310706.29,132306,工程咨询
002231,奥维通信,7.374100208282471,1760063561.49,133236,通信服务
301168,通灵股份,15.546639442443848,1728000000.0,133924,光伏设备
000530,冰山冷热,6.911447048187256,2962982474.1,134433,通用设备
002012,凯恩股份,3.242321014404297,2822552728.0499997,134836,造纸印刷
603051,鹿山新材,6.902515888214111,1563973970.0,135451,塑料制品
002123,梦网科技,8.296943664550781,8288990477.6,135933,通信服务
600152,维科技术,6.841339111328125,3601347614.7599998,143317,电子元件
603191,望变电气,2.021357774734497,2228057041.0,144052,电网设备
