代码,名称,流通市值,最后封板时间,连板数,所属行业
002591,恒大高新,1787609760.75,093424,5,综合行业
002796,世嘉科技,2744935670.72,092500,4,专用设备
603917,合力科技,6086976000.0,145633,4,汽车零部
000631,顺发恒业,12186921031.68,111424,3,房地产开
002882,金龙羽,5488380375.0,095106,3,电网设备
301120,新特电气,1678796524.09,092503,3,电网设备
600992,贵绳股份,4117512000.0,100300,3,通用设备
002134,天津普林,3213256467.76,144818,3,电子元件
603586,金麒麟,2980002256.0,094412,2,汽车零部
603067,振华股份,8314925385.639999,141950,2,化学原料
002965,祥鑫科技,4060497845.43,135115,2,通用设备
002843,泰嘉股份,4727024028.75,093515,2,通用设备
000544,中原环保,6998234623.84,094233,2,公用事业
000692,惠天热电,2514945096.72,103136,2,公用事业
603960,克来机电,5518202200.35,103657,1,专用设备
605208,永茂泰,2075328270.0000002,103626,1,汽车零部
603305,旭升股份,21047605918.83,102819,1,汽车零部
605128,上海沿浦,2036282200.0,142512,1,汽车零部
002214,大立科技,6298209653.86,141221,1,电子元件
001696,宗申动力,5855528603.34,101300,1,交运设备
600079,人福医药,24554746135.15,145224,1,化学制药
000663,永安林业,2462636185.3199997,092500,1,装修建材
603191,望变电气,2393807826.48,111037,1,电网设备
605333,沪光股份,1697524100.0,100848,1,汽车零部
300187,永清环保,4570660798.2,140348,1,环保行业
001309,德明利,1003199999.9999999,130515,1,半导体
601369,陕鼓动力,17602711201.14,134136,1,通用设备
002863,今飞凯达,3017854012.25,131221,1,汽车零部
002866,传艺科技,4431003786.0,133051,1,消费电子
002533,金杯电工,5027128522.0,141315,1,电网设备
300428,立中集团,19409693490.3,141627,1,汽车零部
000821,京山轻机,11069419996.519999,142530,1,专用设备
002090,金智科技,7205121645.48,145621,1,电网设备
300771,智莱科技,2719856976.48,144754,1,计算机设
603348,文灿股份,19681964506.05,145611,1,汽车零部
605020,永和股份,3468605750.0,105947,1,化学制品
603170,N宝立,578944700.0,100000,1,食品饮料
603313,梦百合,5823588468.0,093833,1,装修建材
301125,腾亚精工,696316030.8000001,093036,1,通用设备
002835,同为股份,1299548862.65,093054,1,计算机设
002011,盾安环境,13577716864.14,093457,1,家电行业
600662,外服控股,7099661167.34,144935,1,铁路公路
003043,华亚智能,1984541371.02,095327,1,通用设备
603217,元利科技,2433557849.1,100139,1,化学制品
301229,纽泰格,729200000.0,093430,1,汽车零部
000521,长虹美菱,3958655816.68,111551,1,家电行业
000819,岳阳兴长,5274018995.65,110751,1,石油行业
002547,春兴精工,5387517748.200001,093648,1,消费电子
002612,朗姿股份,7228089084.13,101036,1,纺织服装
002172,澳洋健康,2999993965.48,094418,1,医疗服务
603876,鼎胜新材,28916359899.0,143214,1,有色金属
002101,广东鸿图,15992934027.839998,095312,1,汽车零部
002997,瑞鹄模具,2864683500.0,095651,1,汽车零部
301196,唯科科技,1336296000.0,101533,1,塑料制品
002897,意华股份,8515799676.0,095830,1,通信设备
600348,华阳股份,39682500000.0,141336,1,煤炭行业
002487,大金重工,28639912017.64,143457,1,风电设备
