代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002533,金杯电工,2.035928249359131,5129477246.4,093006,电网设备
002012,凯恩股份,3.865546464920044,2883202621.3799996,093230,造纸印刷
002771,真视通,6.053550720214844,1848194001.2199998,093948,互联网服
002418,康盛股份,6.325301647186279,4009832017.5,094203,家电行业
002808,恒久科技,6.417111873626709,1364124670.16,095233,光学光电
002727,一心堂,8.439781188964844,9470059110.41,095606,医药商业
002519,银河电子,4.48065185546875,5204141873.91,101539,家电行业
002374,中锐股份,8.602150917053223,5385741134.65,102257,工程建设
002016,世荣兆业,6.891025543212891,4581260365.44,103412,房地产开
002897,意华股份,7.500000476837158,9154484651.699999,103930,通信设备
300328,宜安科技,13.068181037902832,6780090194.999999,105651,小金属
600540,新赛股份,8.240534782409668,2288687301.1800003,111440,农牧饲渔
600697,欧亚集团,9.166666984558105,2032543796.5,111618,商业百货
605180,华生科技,3.4857141971588135,676861250.0,111928,纺织服装
603327,福蓉科技,8.17910385131836,9445956000.0,112034,消费电子
600152,维科技术,9.94694995880127,4067462088.0599995,112926,电子元件
605050,福然德,7.142857551574707,2295225000.0,130817,物流行业
002156,通富微电,7.633587837219238,20610785921.88,130827,半导体
600058,五矿发展,7.8781514167785645,11008523001.97,131353,贸易行业
603305,旭升股份,8.26642894744873,22787491272.809998,134641,汽车零部
603507,振江股份,6.961856842041016,5012255390.0,140120,风电设备
600322,天房发展,6.8062825202941895,2255628000.0,140648,房地产开
000655,金岭矿业,9.855072021484375,4512678943.4,141015,钢铁行业
603917,合力科技,7.109737396240234,6519744000.0,142040,汽车零部
605268,王力安防,8.446298599243164,773552000.0,142326,装修装饰
003043,华亚智能,5.937454700469971,2102372621.18,144357,通用设备
