代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
603339,四方科技,5.060034275054932,3790654393.75,092503,通用设备
300513,恒实科技,11.355633735656738,3247467950.1,093121,通信服务
603861,白云电器,-1.5738497972488403,3425140910.8500004,093203,电网设备
000637,茂化实华,2.5586354732513428,1770088518.5099998,093221,石油行业
002965,祥鑫科技,9.208053588867188,3105490737.96,093303,通用设备
000682,东方电子,4.488078594207764,9987435782.15,093321,电网设备
002112,三变科技,5.104408264160156,1801154210.5800002,093445,电网设备
600152,维科技术,2.2580645084381104,3110700800.7599998,093701,电子元件
000055,方大集团,3.5940804481506348,3319325557.1000004,093821,装修装饰
002430,杭氧股份,7.467532157897949,31917823801.7,094303,专用设备
003028,振邦智能,4.423791885375977,1539332000.0,094615,消费电子
603067,振华股份,5.107913494110107,7290918385.259999,094809,化学原料
002114,罗平锌电,0.5354752540588379,2428665080.73,094821,有色金属
300572,安车检测,14.129643440246582,2760572476.57,095548,专业服务
600169,太原重工,6.367041110992432,7281632200.0,095724,专用设备
002997,瑞鹄模具,6.1571125984191895,2289000000.0,102554,汽车零部
605108,同庆楼,7.142857551574707,1727000119.8,110758,旅游酒店
002424,贵州百灵,5.503355503082275,7356674713.440001,112048,中药
605111,新洁能,7.302310943603516,19393790046.399998,130113,半导体
000601,韶能股份,4.752851486206055,5950038413.309999,131300,电力行业
002328,新朋股份,3.4482758045196533,3546729244.7999997,140654,汽车零部
002851,麦格米特,9.430604934692383,12621525075.0,140824,电源设备
002325,洪涛股份,6.607929706573486,2878783803.2799997,143351,装修装饰
