代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002347,泰尔股份,-0.6525285243988037,2280446777.91,092500,通用设备
300041,回天新材,4.844961166381836,5505162846.75,093054,化学制品
002976,瑞玛精密,1.2487993240356445,743386199.9999999,093112,消费电子
002526,山东矿机,-0.7936508655548096,4402267215.0,093215,专用设备
002681,奋达科技,0.0,4271829176.67,093300,消费电子
600602,云赛智联,6.6666669845581055,7906870006.400001,094203,软件开发
600647,同达创业,4.779874324798584,2318131543.0,095051,贸易行业
002101,广东鸿图,6.844489097595215,11227843565.18,095642,汽车零部
002263,大东南,5.846153736114502,6461496824.0,095757,塑料制品
600775,南京熊猫,7.199999809265137,6301845402.02,100154,通信设备
003040,楚天龙,5.188448429107666,4653969127.92,100548,通信设备
603677,奇精机械,5.16934061050415,2267241686.8,100906,家电行业
301150,中一科技,13.981943130493164,1961610243.6000001,101624,电子元件
688071,华依科技,14.86180305480957,784868448.0,102346,汽车零部
600933,爱柯迪,6.735159397125244,16137290290.0,102349,汽车零部
603002,宏昌电子,5.035971164703369,3588164328.0,102901,电子元件
002748,世龙实业,6.144393444061279,3316800000.0,103254,化学原料
600522,中天科技,7.922705173492432,76245295225.68,103622,通信设备
002121,科陆电子,3.7037036418914795,9313282202.0,104151,电网设备
605399,晨光新材,6.633004665374756,3930571380.32,105039,化学制品
002364,中恒电气,6.300268173217773,4164258854.6,110727,电源设备
605128,上海沿浦,4.888888835906982,1771840799.9999998,110843,汽车零部
300706,阿石创,15.121722221374512,2369416884.11,111151,半导体
603158,腾龙股份,5.287896633148193,4397561781.76,111256,汽车零部
603033,XR三维股,6.466512203216553,17878903853.7,130852,橡胶制品
603358,华达科技,5.785123825073242,9553510400.0,131129,汽车零部
002571,德力股份,6.609195709228516,2213431914.96,131518,家用轻工
000935,四川双马,7.251126289367676,19986867917.94,134221,水泥建材
