代码,名称,流通市值,最后封板时间,连板数,所属行业
002454,松芝股份,8274379735.440001,092500,8,汽车零部
003028,振邦智能,1652768000.0,092500,7,消费电子
002031,巨轮智能,6198291267.57,092500,6,专用设备
000868,安凯客车,5976632719.2,093248,5,汽车整车
001226,拓山重工,970668400.0,092500,5,通用设备
000821,京山轻机,14365437263.36,104000,5,专用设备
603758,秦安股份,5291892410.940001,092504,5,汽车零部
002058,威尔泰,2474506433.49,130248,5,电网设备
002355,兴民智通,4807728203.5,094457,4,汽车零部
002866,传艺科技,3138403893.6800003,092500,4,消费电子
002838,道恩股份,10343478484.14,095951,4,塑料制品
002514,宝馨科技,4637266789.679999,093927,4,通用设备
603917,合力科技,3915296000.0,094436,4,汽车零部
002843,泰嘉股份,2879053728.75,093351,3,通用设备
002451,摩恩电气,3737157990.0,095415,3,电网设备
002917,金奥博,2105187645.0,095912,3,化学制品
002805,丰元股份,7873217490.6,140151,3,化学原料
002786,银宝山新,4313597760.0,133724,3,专用设备
603015,弘讯科技,3484367779.9999995,093017,3,专用设备
603051,XD鹿山新,1817237000.0,140026,3,塑料制品
002953,日丰股份,2260883806.72,105830,3,电网设备
001208,华菱线缆,2398513936.0,093000,3,电网设备
002623,亚玛顿,8036817617.5,092500,3,光伏设备
001316,润贝航科,1017800000.0,092500,3,贸易行业
301199,迈赫股份,1271921000.0,140330,2,专用设备
002747,埃斯顿,19864756088.34,102545,2,通用设备
000892,欢瑞世纪,1943421087.3,131915,2,文化传媒
002631,德尔未来,4518877385.400001,102903,2,装修建材
002655,共达电声,5661179023.5,105109,2,消费电子
002101,广东鸿图,13586589787.54,143621,2,汽车零部
002166,莱茵生物,5602830632.7,142651,2,中药
600213,亚星客车,2525600000.0,094356,2,汽车整车
002907,华森制药,4330527829.2,131130,2,中药
002079,苏州固锝,11546113479.279999,140848,2,半导体
002182,云海金属,15751756663.72,111212,2,小金属
600348,华阳股份,36700300000.0,145217,2,煤炭行业
002896,中大力德,2724298175.2999997,094127,2,通用设备
000530,冰山冷热,3088684760.88,093333,2,通用设备
