代码,名称,流通市值,最后封板时间,连板数,所属行业
605198,德利股份,1882610979.2,145604,1,食品饮料
002139,拓邦股份,13282365776.55,142906,1,消费电子
003028,振邦智能,1446917122.56,145648,1,消费电子
002114,罗平锌电,2315478292.68,134051,1,有色金属
001896,豫能控股,7708938574.900001,135433,1,电力行业
000534,万泽股份,6593456881.440001,133218,1,生物制品
600026,中远海能,27983577108.52,101616,1,航运港口
002806,华锋股份,1881016021.2199998,141106,1,有色金属
002523,天桥起重,4665040735.22,132709,1,专用设备
603378,亚士创能,4753136759.78,101128,1,装修建材
600466,蓝光发展,4339950522.05,095934,1,房地产开
002628,成都路桥,3012590335.62,100736,1,工程建设
002295,精艺股份,1783850692.94,095700,1,有色金属
002164,宁波东力,3308593499.84,095354,1,通用设备
002663,普邦股份,2625349497.38,093754,1,工程建设
002204,大连重工,15335078054.08,103748,1,工程机械
000605,渤海股份,2414306770.28,093715,1,公用事业
600187,国中水务,4548321602.0,094132,1,公用事业
000711,京蓝科技,2239692259.35,093612,1,环保行业
002718,友邦吊顶,985350422.34,093503,1,装修建材
000040,东旭蓝天,3880846852.2000003,093821,1,电力行业
001266,宏英智能,849003120.0,134100,1,仪器仪表
002973,侨银股份,1430702058.24,100212,1,环保行业
002188,巴士在线,1541652844.8000002,093330,1,房地产服
003027,同兴环保,1229719725.0,094003,1,环保行业
002671,龙泉股份,2270061948.8,101027,1,水泥建材
002620,瑞和股份,1966839285.3200002,093312,1,装修装饰
002115,三维通信,3031772146.9,093148,1,通信服务
000753,漳州发展,4431920387.37,093121,1,汽车服务
002598,山东章鼓,3076526281.57,093036,1,通用设备
603758,秦安股份,5015450270.07,093031,1,汽车零部
301016,雷尔伟,667800000.0,093203,1,交运设备
601068,中铝国际,11722925254.86,093001,1,工程建设
002616,长青集团,2717797945.46,093000,1,电力行业
605088,冠盛股份,1143770660.0,092503,1,汽车零部
002665,首航高科,8243640363.84,095215,1,电源设备
002337,赛象科技,2962162985.04,094024,1,专用设备
002121,科陆电子,10138172911.32,111530,1,电网设备
300262,巴安水务,1763517242.72,140636,1,环保行业
000671,阳 光 城,8185135451.06,101627,1,房地产开
003025,思进智能,1620971513.7800002,134300,1,通用设备
002681,奋达科技,4888497430.52,132715,1,消费电子
603085,天成自控,4176142895.52,100437,1,汽车零部
002670,国盛金控,14707556744.04,103654,1,证券
002883,中设股份,1342559984.8799999,100100,1,工程咨询
300740,水羊股份,5563540693.570001,140003,1,美容护理
000533,顺钠股份,2903986176.0,095530,1,电网设备
002992,宝明科技,2126044975.6000001,105651,1,光学光电
603097,江苏华辰,1182800000.0,103758,1,电网设备
000715,中兴商业,2369989710.74,095345,1,商业百货
000035,中国天楹,13566999929.28,094112,1,环保行业
600386,北巴传媒,3306239999.9999995,112319,1,汽车服务
603797,联泰环保,3512972535.08,112821,1,环保行业
600647,同达创业,2947060389.0,095050,1,贸易行业
600549,厦门钨业,32592150916.0,095704,1,小金属
000826,启迪环境,5020698717.45,094839,1,环保行业
002585,双星新材,19943727699.22,135933,1,塑料制品
002813,路畅科技,4070333418.1400003,094630,1,汽车零部
605028,世茂能源,810400000.0000001,094516,1,电力行业
603421,鼎信通讯,5693623161.030001,100122,1,通信服务
002715,登云股份,1839540000.0,094136,1,汽车零部
002031,巨轮智能,8580817640.690001,145624,1,专用设备
