代码,名称,流通市值,最后封板时间,连板数,所属行业
002090,金智科技,6298490484.99,143033,6,电网设备
000755,山西路桥,3635861769.16,092500,4,铁路公路
002992,宝明科技,1830322844.3500001,142930,4,光学光电
002589,瑞康医药,6537653497.8,093142,4,医药商业
002333,罗普斯金,3052307874.0,145545,3,装修建材
002514,宝馨科技,5955868338.0,094254,3,通用设备
000600,建投能源,6987182847.66,093424,3,电力行业
000722,湖南发展,7899973959.639999,093806,2,电力行业
000533,顺钠股份,3157400064.0,150000,2,电网设备
600192,长城电工,2783012400.0,100717,2,电网设备
002339,积成电子,3278975876.5499997,100445,2,电网设备
002888,惠威科技,1137653840.38,094527,2,消费电子
000404,长虹华意,4731214049.599999,093215,2,家电行业
002526,山东矿机,5247502520.28,093545,2,专用设备
603329,上海雅仕,2914661721.4,093044,2,物流行业
