代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002323,雅博股份,1.5584415197372437,8291119583.22,092500,装修建材
300679,电连技术,17.264368057250977,16625125078.39,092503,消费电子
600620,天宸股份,1.896207571029663,7010973323.7300005,092503,铁路公路
600415,小商品城,3.6398465633392334,29447788692.16,092504,商业百货
600876,洛阳玻璃,5.583756446838379,10341319262.56,092504,玻璃玻纤
603396,金辰股份,4.418818473815918,11869107926.24,092504,光伏设备
603088,宁波精达,1.5444015264511108,3394745088.0,093000,通用设备
002126,银轮股份,4.53125,10199657999.640001,093145,汽车零部
002388,新亚制程,2.3529412746429443,2943331591.2,093627,电子元件
002852,道道全,8.202154159545898,3738014811.52,093633,食品饮料
603377,东方时尚,5.8119659423828125,4505312447.51,093646,汽车服务
002033,丽江股份,6.561680316925049,4461779069.719999,093754,旅游酒店
002646,天佑德酒,3.71549916267395,9232894601.72,093924,酿酒行业
603199,九华旅游,3.8685522079467773,2763679600.0,094012,旅游酒店
002330,得利斯,6.883116722106934,4130335987.75,094221,食品饮料
002783,凯龙股份,6.257242202758789,3053058626.24,094539,化学制品
600761,安徽合力,8.486017227172852,8327034022.5,094925,工程机械
000524,岭南控股,7.466666221618652,8101994062.89,095203,旅游酒店
603038,华立股份,3.325688123703003,1862139019.97,100130,装修装饰
603655,朗博科技,5.656665325164795,2276880000.0,100917,汽车零部
603289,泰瑞机器,6.836616039276123,2449949464.0,101128,专用设备
601888,中国中免,6.603023529052734,418610756633.60004,102135,旅游酒店
600433,冠豪高新,6.318681716918945,5555849516.1,102142,造纸印刷
002460,赣锋锂业,9.288697242736816,128574063780.18,103306,能源金属
002163,海南发展,8.08448600769043,11924682000.0,104012,玻璃玻纤
002350,北京科锐,5.0,4222703918.1600003,105103,电网设备
000625,长安汽车,8.759552955627441,140681772238.5,110412,汽车整车
002364,中恒电气,5.674653053283691,4400566103.6,112118,电源设备
000055,方大集团,5.191873550415039,3156746346.14,130000,装修装饰
688157,松井股份,15.07465648651123,3945895692.8799996,130522,化学制品
600418,江淮汽车,8.571429252624512,28058885573.940002,131242,汽车整车
600378,昊华科技,8.622590065002441,35616601717.83,134252,化学制品
002047,宝鹰股份,5.808080673217773,5596081452.81,142512,装修装饰
601001,晋控煤业,9.391191482543945,28268793000.0,144011,煤炭行业
603305,旭升股份,7.448145866394043,21397943986.25,144254,汽车零部
002534,西子洁能,8.588956832885742,12841539478.5,144303,电源设备
