代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002705,新宝股份,9.447599411010742,17446930143.6,093024,家电行业
603787,新日股份,7.596512794494629,3525120000.0,093136,交运设备
000906,浙商中拓,4.55486536026001,6894383815.9,093918,商业百货
605378,野马电池,4.767986297607422,820497400.0,094101,电池
002623,亚玛顿,7.865169048309326,9534534000.0,094803,光伏设备
002388,新亚制程,4.401408672332764,2866002682.4,095815,电子元件
001230,N劲旅,28.91915512084961,1238972513.13,100000,环保行业
603596,伯特利,9.9924955368042,35770876068.1,100042,汽车零部
605555,德昌股份,6.835442543029785,1772400000.0,101604,家电行业
603236,移远通信,9.89318561553955,19116234897.68,102722,通信设备
002335,科华数据,7.0533766746521,15590622388.61,103454,电源设备
002885,京泉华,8.510638236999512,4811892944.04,104500,消费电子
001216,华瓷股份,4.861630439758301,882793134.0,104800,装修建材
605133,嵘泰股份,7.033897876739502,1010400000.0000001,105454,汽车零部
300666,江丰电子,15.162822723388672,11462444390.6,105703,半导体
603612,索通发展,7.494980812072754,20952481861.809998,110615,非金属材
002384,东山精密,7.187053680419922,31309000656.8,111033,电子元件
000875,吉电股份,7.59668493270874,19051827467.93,111836,电力行业
001270,铖昌科技,5.587176322937012,2540973150.0,130057,半导体
002033,丽江股份,6.516587734222412,4939826827.190001,130945,旅游酒店
000021,深科技,8.768656730651855,18189756267.32,135033,消费电子
002992,宝明科技,2.5523011684417725,1932839849.8500001,135857,光学光电
002953,日丰股份,6.10006856918335,2486248651.44,142945,电网设备
