代码,名称,涨跌幅,流通市值,首次封板时间,所属行业
002356,赫美集团,3.614457607269287,7893752216.419999,092500,珠宝首饰
000531,穗恒运Ａ,3.4255597591400146,6453480164.4,093127,电力行业
000545,金浦钛业,4.158003807067871,4936869510.96,093206,化学原料
600956,新天绿能,-0.9246088266372681,4029216616.3199997,093405,燃气
601226,华电重工,7.753479480743408,6260100000.0,093614,工程机械
002681,奋达科技,6.532663345336914,4753951629.68,093842,消费电子
002805,丰元股份,2.432873487472534,8960699979.0,094103,化学原料
002448,中原内配,5.177514553070068,3390291041.13,094133,汽车零部
603386,骏亚科技,3.5623409748077393,3794665200.0400004,094144,电子元件
002338,奥普光电,5.020431995391846,4317492060.0,094657,仪器仪表
002101,广东鸿图,6.695842742919922,12893774193.08,095139,汽车零部
002371,北方华创,7.064821720123291,144634989324.0,095500,半导体
002510,天汽模,6.281407356262207,3939580420.4700003,100303,汽车零部
600537,亿晶光电,1.5717092752456665,6081777415.559999,101853,光伏设备
002527,新时达,7.865169048309326,4000296253.44,104015,专用设备
002892,科力尔,4.828462600708008,3160769320.5,110412,电机
002696,百洋股份,0.9681881666183472,2523033504.4,130227,农牧饲渔
002334,英威腾,4.572271347045898,4711657869.3,143533,专用设备
