代码,名称,流通市值,最后封板时间,连板数,所属行业
002355,兴民智通,5819881509.5,144045,6,汽车零部
002866,传艺科技,3797235971.76,150000,6,消费电子
002953,日丰股份,2736183243.3599997,092500,5,电网设备
002689,远大智能,5233591624.16,095400,4,专用设备
000428,华天酒店,5471399025.0,094303,3,旅游酒店
000899,赣能股份,7678561817.150001,104000,3,电力行业
000622,恒立实业,2589626340.0,093054,3,汽车零部
002033,丽江股份,5934385954.8,092500,3,旅游酒店
600929,雪天盐业,8530702769.919999,134036,2,化学原料
600187,国中水务,4647557709.68,134048,2,公用事业
605179,一鸣食品,862540000.0,101744,2,食品饮料
002361,神剑股份,4238269549.15,092500,2,塑料制品
002231,奥维通信,1966436173.3899999,102418,2,通信服务
002956,西麦食品,3580150280.0,105800,1,食品饮料
600563,法拉电子,46161000000.0,130652,1,电子元件
002495,佳隆股份,1956181634.2200003,110442,1,食品饮料
600348,华阳股份,37181300000.0,133657,1,煤炭行业
002993,奥海科技,2483625600.0,105430,1,消费电子
605028,世茂能源,797200000.0,144405,1,电力行业
001318,阳光乳业,1563177000.0,110154,1,食品饮料
002376,新北洋,4886134716.06,104530,1,计算机设
605089,味知香,1789015000.0000002,104438,1,食品饮料
600315,上海家化,28695871707.75,143445,1,美容护理
600032,浙江新能,3047200000.0,103859,1,电力行业
600385,退市金泰,177728577.6,145400,1,化学制药
603185,上机数控,59863060430.33,102623,1,光伏设备
300988,津荣天宇,1311446311.2,111548,1,通用设备
603893,瑞芯微,17264986282.0,112716,1,半导体
600576,祥源文化,3592533972.2,110813,1,文化传媒
002169,智光电气,6443767545.48,143721,1,电网设备
002917,金奥博,2099613450.0000002,145206,1,化学制品
003002,壶化股份,1091613892.5,143945,1,化学制品
002330,得利斯,4270857746.75,141009,1,食品饮料
688209,英集芯,1123197847.2,140650,1,半导体
603617,君禾股份,3420990706.58,135902,1,通用设备
002129,TCL中环,190219408078.83002,134003,1,光伏设备
002057,中钢天源,8618468812.800001,143212,1,小金属
601567,三星医疗,18413637023.84,132442,1,电网设备
002360,同德化工,2607875227.9999995,144754,1,化学制品
002922,伊戈尔,5053746423.97,131027,1,电子元件
002731,萃华珠宝,5267645098.8,131254,1,珠宝首饰
000632,三木集团,2187763548.2000003,130403,1,综合行业
605056,咸亨国际,606951700.0,130009,1,仪器仪表
601116,三江购物,5712285712.0,102159,1,商业百货
603219,富佳股份,816720000.0000001,144303,1,家电行业
603198,迎驾贡酒,52112000000.0,133707,1,酿酒行业
605016,百龙创园,2677934600.0,102235,1,食品饮料
600715,文投控股,4674230820.0,101321,1,游戏
600778,友好集团,2169167727.54,101902,1,商业百货
601007,金陵饭店,4360200000.0,150000,1,旅游酒店
000419,通程控股,2960984155.25,094142,1,商业百货
002588,史丹利,5449774032.5,094015,1,化肥行业
002512,达华智能,3735825936.48,104245,1,计算机设
000863,三湘印象,4174759839.36,094000,1,房地产开
300660,江苏雷利,4564860638.11,105254,1,电机
600621,华鑫股份,15404257719.84,103014,1,证券
000584,哈工智能,5527704115.83,093924,1,专用设备
002161,远 望 谷,3569497786.08,093715,1,电子元件
603109,神驰机电,1138187960.0,093917,1,汽车零部
002306,中科云网,2842934962.3599997,093354,1,旅游酒店
600620,天宸股份,7711383978.990001,093344,1,铁路公路
002528,英飞拓,4122970648.94,093239,1,软件开发
002886,沃特股份,3906960628.1,093233,1,塑料制品
605255,天普股份,551404000.0,093724,1,汽车零部
000888,峨眉山Ａ,4831793145.34,145403,1,旅游酒店
002165,红 宝 丽,3403770767.2799997,095342,1,化学制品
688170,德龙激光,1082629393.56,150000,1,专用设备
603817,海峡环保,3286352471.0,094755,1,环保行业
000430,张家界,2547753984.0,100351,1,旅游酒店
000892,欢瑞世纪,2013020189.6,101612,1,文化传媒
002905,金逸影视,3134476800.0,101336,1,文化传媒
002502,鼎龙文化,2814775660.3199997,101315,1,文化传媒
002059,云南旅游,6343279559.679999,144615,1,旅游酒店
002769,普路通,2202250058.7,100933,1,物流行业
000978,桂林旅游,2855211765.25,141742,1,旅游酒店
603566,普莱柯,8593588080.0,100236,1,农药兽药
002272,川润股份,1980049455.48,095336,1,工程机械
000620,新华联,5614007617.2,100154,1,房地产开
605108,同庆楼,1927871055.72,100041,1,旅游酒店
600834,申通地铁,4773819050.0,100034,1,铁路公路
601089,N福元,2526000000.0,100001,1,化学制药
001268,N联合,747978018.48,100000,1,通用设备
603388,元成股份,2184188179.6,095717,1,工程建设
600593,大连圣亚,2049208000.0,145651,1,旅游酒店
